"data_layer","uncertainty_score","year","sci_name","comm_name","functional_group","commercial_group","fishing_entity","fishing_sector","catch_type","reporting_status","gear_type","end_use_type","catch_mt","value_usd"
"Reconstructed domestic catch",1,2010,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",16.225900385,55905.1390597991
"Reconstructed domestic catch",1,2010,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.9852065041,3394.45610476084
"Reconstructed domestic catch",1,2010,"Lutjanus campechanus","Northern red snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",8.3336940733,28713.1262362158
"Reconstructed domestic catch",1,2010,"Caranx ruber","Bar jack","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",13.7993805968,14173.1193502232
"Reconstructed domestic catch",1,2010,"Caranx ruber","Bar jack","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.837872734,860.565456252748
"Reconstructed domestic catch",1,2010,"Caranx ruber","Bar jack","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",7.0874227973,7279.37667105367
"Reconstructed domestic catch",1,2010,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",23.9877184902,27205.1911712774
"Reconstructed domestic catch",1,2010,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",1.4564896687,1651.84862797227
"Reconstructed domestic catch",1,2010,"Caranx latus","Horse-eye jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",12.3201981197,13972.7062935254
"Reconstructed domestic catch",1,2010,"Ginglymostoma cirratum","Nurse shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",116.3801117782,100208.524984069
"Reconstructed domestic catch",1,2010,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.6875228867,4814.47850967523
"Reconstructed domestic catch",1,2010,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2846176746,292.326184019078
"Reconstructed domestic catch",1,2010,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4075324495,2472.73741796771
"Reconstructed domestic catch",1,2010,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",5.1118312933,8393.55030605472
"Reconstructed domestic catch",1,2010,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.3103808922,509.640769277556
"Reconstructed domestic catch",1,2010,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.6254591204,4310.96449380057
"Reconstructed domestic catch",2,2010,"Menippe mercenaria","Black stone crab","Lobsters, crabs","Crustaceans","Belize","Industrial","Landings","Reported","shrimp trawl","Direct human consumption",7,8268.449
"Reconstructed domestic catch",1,2010,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Belize","Artisanal","Landings","Reported","small scale pots or traps","Direct human consumption",672,4563173.664
"Reconstructed domestic catch",1,2010,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",194.7104828608,1322169.26710613
"Reconstructed domestic catch",2,2010,"Farfantepenaeus aztecus","Northern brown shrimp","Shrimps","Crustaceans","Belize","Industrial","Landings","Reported","shrimp trawl","Direct human consumption",1.3333333333,2735.73066666666
"Reconstructed domestic catch",1,2010,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Belize","Artisanal","Landings","Reported","hand or tools","Direct human consumption",2395,2459865.54293
"Reconstructed domestic catch",2,2010,"Litopenaeus schmitti","Southern white shrimp","Shrimps","Crustaceans","Belize","Industrial","Landings","Reported","shrimp trawl","Direct human consumption",1.3333333333,2811.74133333333
"Reconstructed domestic catch",2,2011,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Industrial","Discards","Unreported","unknown class",NA,0.0064580941,NA
"Reconstructed domestic catch",2,2011,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Industrial","Landings","Reported","unknown class","Direct human consumption",0.0833333333,108.841
"Reconstructed domestic catch",1,2011,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",172.888563184,225808.36926614
"Reconstructed domestic catch",1,2011,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.5131065581,3282.34837068551
"Reconstructed domestic catch",1,2011,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",18.7627189025,24505.8370567587
"Reconstructed domestic catch",1,2011,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",9.5403290077,12460.5473943149
"Reconstructed domestic catch",1,2011,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",71.2275851699,93029.7791697618
"Reconstructed domestic catch",1,2011,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.1959661998,2885.55914549302
"Reconstructed domestic catch",1,2011,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Reported","small scale longline","Direct human consumption",3.800038083,4993.35310568763
"Reconstructed domestic catch",2,2011,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Belize","Industrial","Discards","Unreported","unknown class",NA,0.0258323766,NA
"Reconstructed domestic catch",2,2011,"Holothuroidea","Sea cucumbers","Other demersal invertebrates","Other fishes & inverts","Belize","Industrial","Landings","Reported","unknown class","Direct human consumption",68,103220.023836
"Reconstructed domestic catch",2,2011,"Ophidiidae","Cuskeels","Large bathydemersals (>=90 cm)","Other fishes & inverts","Belize","Industrial","Discards","Unreported","unknown class",NA,0.1399253731,NA
"Reconstructed domestic catch",1,2011,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",24.2780418106,39099.7900990522
"Reconstructed domestic catch",1,2011,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",2.9876781354,4811.65610016002
"Reconstructed domestic catch",1,2011,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",11.3419115831,18266.1503625426
"Reconstructed domestic catch",2,2011,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Belize","Industrial","Discards","Unreported","unknown class",NA,0.2870264064,NA
"Reconstructed domestic catch",1,2011,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",16.7506497524,26976.9240225795
"Reconstructed domestic catch",1,2011,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.0613503515,3319.80506053779
"Reconstructed domestic catch",1,2011,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",7.8253588132,12602.7415816555
"Reconstructed domestic catch",1,2011,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",17.5909310389,52523.1567841056
"Reconstructed domestic catch",1,2011,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.1647561388,6463.54793976322
"Reconstructed domestic catch",1,2011,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",8.2179109034,24537.1107339302
"Reconstructed domestic catch",1,2011,"Sphyrna","Hammerhead sharks","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",282.2906680883,370937.594155526
"Reconstructed domestic catch",1,2011,"Haemulon","Grunts","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",7.050200429,11354.3488837182
"Reconstructed domestic catch",1,2011,"Haemulon","Grunts","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.8676041435,1397.27660765658
"Reconstructed domestic catch",1,2011,"Haemulon","Grunts","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",3.2936243595,5304.38254152656
"Reconstructed domestic catch",1,2011,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",6.1447599019,9896.13677438969
"Reconstructed domestic catch",1,2011,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.7561798002,1217.82768546536
"Reconstructed domestic catch",1,2011,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",2.8706319912,4623.15326684252
"Reconstructed domestic catch",2,2011,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Industrial","Discards","Unreported","unknown class",NA,0.0258323766,NA
"Reconstructed domestic catch",1,2011,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",2.5490057044,16620.8442838301
"Reconstructed domestic catch",1,2011,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.3136829844,2045.37637121586
"Reconstructed domestic catch",1,2011,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",1.1908125684,7764.71791975704
"Reconstructed domestic catch",1,2011,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.830948225,31500.2975681418
"Reconstructed domestic catch",1,2011,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.5945009279,3876.45556578781
"Reconstructed domestic catch",1,2011,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",2.2568619025,14715.914596648
